iter	Logloss
187	0.5108976499
188	0.5108141107
189	0.5107089295
190	0.5105482889
191	0.5104239846
192	0.5103363965
193	0.5102319812
194	0.5101601097
195	0.510042934
196	0.5100379525
197	0.5099339253
198	0.5098953293
199	0.5098066916
200	0.5097646882
201	0.5095849136
202	0.5094577327
203	0.5093865985
204	0.5093048816
205	0.5092647062
206	0.5091931843
207	0.5091084246
208	0.5090021445
209	0.508844486
210	0.508702436
211	0.508651791
212	0.5086179508
213	0.5085696126
214	0.5085020764
215	0.5083817496
216	0.5082815015
217	0.5082276751
218	0.5081388199
219	0.5079766447
220	0.5078588941
221	0.5077419741
222	0.5076477065
223	0.5074939781
224	0.5074503284
225	0.5074100281
226	0.5072831739
227	0.5072049439
228	0.5070886719
229	0.5069933924
230	0.5068924041
231	0.5068471013
232	0.5067445944
233	0.5066803097
234	0.5065819512
235	0.5064663055
236	0.5064112005
237	0.5062833755
238	0.5061143013
239	0.5060418844
240	0.5059276731
241	0.505840483
242	0.5057111365
243	0.5056018423
244	0.505555885
245	0.5055115051
246	0.505369296
247	0.5053129848
248	0.5052345151
249	0.5051610259
250	0.5051271998
251	0.5051061384
252	0.5050329473
253	0.5049137589
254	0.5048755536
255	0.5048145806
256	0.5046473407
257	0.5044899478
258	0.5043950181
259	0.5043293224
260	0.504286756
261	0.5041718889
262	0.5041366895
263	0.5041068163
264	0.5040528504
265	0.503994446
266	0.5038907668
267	0.5037641216
268	0.5036870656
269	0.5035283394
270	0.5034560102
271	0.5033458891
272	0.5032672515
273	0.5031421952
274	0.5030839053
275	0.5030272424
276	0.5029048192
277	0.5028177021
278	0.5027687839
279	0.5027217056
280	0.502659003
281	0.5026176787
282	0.5025302866
283	0.5024041463
284	0.5022551875
285	0.5022136631
286	0.5021219774
287	0.5020203956
288	0.5019418747
289	0.501859351
290	0.5017938419
291	0.5016885418
292	0.501624596
293	0.5015795259
294	0.501536226
295	0.5014749612
296	0.5013530641
297	0.5012269458
298	0.5011826949
299	0.5011408423
300	0.5010802468
301	0.5009670491
302	0.5008716668
303	0.5007552408
304	0.5006610949
305	0.5005919306
306	0.500541282
307	0.5004281664
308	0.5003111577
309	0.5002832152
310	0.500200113
311	0.5001239344
312	0.5001090926
313	0.4999317944
314	0.4998314992
315	0.499755214
316	0.4996784402
317	0.4995556052
318	0.4994841469
319	0.499352024
320	0.4993056371
321	0.4991961049
322	0.4990719738
323	0.4989385715
324	0.4988901164
325	0.4988174689
326	0.4987750987
327	0.4986191693
328	0.4985224307
329	0.4984686945
330	0.4983736315
331	0.4982766594
332	0.4982098762
333	0.498187144
334	0.4981144899
335	0.4979384314
336	0.4979139493
337	0.4978520055
338	0.4977524667
339	0.4976559354
340	0.4976039632
341	0.4975543354
342	0.4975327302
343	0.4974400649
344	0.4973039923
345	0.4972610549
346	0.4971581111
347	0.4971091703
348	0.4970631626
349	0.4969836289
350	0.4968517516
351	0.4967177382
352	0.4965498818
353	0.4964406985
354	0.4963503286
355	0.4962533976
356	0.4961506199
357	0.4960140768
358	0.4959048527
359	0.4957799745
360	0.4957030269
361	0.4956551424
362	0.4956047092
363	0.4955290403
364	0.4954531221
365	0.4953996044
366	0.4952882079
367	0.4951130647
368	0.4950414216
369	0.4949100696
370	0.494841042
371	0.4947347646
372	0.4946118774
373	0.4945086856
374	0.4943833156
375	0.4942368171
376	0.494182839
377	0.4940752175
378	0.4939515254
379	0.4938768432
380	0.4937679877
381	0.4936362989
382	0.4935255379
383	0.4933725268
384	0.4932987115
385	0.4932484833
386	0.4930794655
387	0.493015361
388	0.4928823738
389	0.4928174698
390	0.4927184413
391	0.492620096
392	0.4925591009
393	0.4924621849
394	0.4923528354
395	0.4922487906
396	0.4922253216
397	0.4921580252
398	0.4920611442
399	0.4919750458
400	0.4918694136
401	0.4917850201
402	0.4917089233
403	0.4916439987
404	0.4914910534
405	0.491413536
406	0.4913049943
407	0.4912446189
408	0.491149584
409	0.4910271488
410	0.4909750393
411	0.4908157846
412	0.4907029399
413	0.490535017
414	0.4903959263
415	0.4903297282
416	0.4902063784
417	0.4901006384
418	0.4900501848
419	0.4899015586
420	0.489798844
421	0.4897034566
422	0.4896192757
423	0.4895168175
424	0.4894730694
425	0.4893887633
426	0.48931105
427	0.4892163186
428	0.4890261046
429	0.4888784293
430	0.4887792023
431	0.4886433014
432	0.488583317
433	0.4884912771
434	0.4883752702
435	0.4882478646
436	0.4881537078
437	0.4880569171
438	0.4879651172
439	0.4878683976
440	0.4878042004
441	0.4877047098
442	0.4876008365
443	0.4875073739
444	0.4874394291
445	0.487336072
446	0.4872548449
447	0.4871127575
448	0.4869742573
449	0.4868905005
450	0.4867897204
451	0.4866924023
452	0.4865773332
453	0.4864793472
454	0.4864246638
455	0.4863409995
456	0.4862677349
457	0.4861335777
458	0.4860401908
459	0.4859450151
460	0.4858607951
461	0.4857821426
462	0.4856845485
463	0.4855478714
464	0.4854591361
465	0.4853638107
466	0.4852997328
467	0.4851962855
468	0.4850985387
469	0.4849860092
470	0.4849107493
471	0.4848114358
472	0.484712375
473	0.4846708978
474	0.484607032
475	0.4844750255
476	0.4843913051
477	0.484280136
478	0.4841661497
479	0.4841270465
480	0.4840036145
481	0.4839644924
482	0.4838680118
483	0.483797069
484	0.4837042415
485	0.4836303183
486	0.4835244148
487	0.4834663265
488	0.4833860388
489	0.4832364995
490	0.4831061309
491	0.4829459294
492	0.4828459639
493	0.482785755
494	0.4827399761
495	0.4826915659
496	0.4826141933
497	0.482536586
498	0.4824591673
499	0.4823664992
500	0.4822608382
501	0.4821362148
502	0.4820604895
503	0.4820023097
504	0.4819057982
505	0.4818169229
506	0.4817368377
507	0.4816363025
508	0.4815167348
509	0.4813413464
510	0.4812395708
511	0.481183129
512	0.4810797255
513	0.4809799782
514	0.4809008774
515	0.4807882794
516	0.4806921091
517	0.4805760058
518	0.4804670203
519	0.4803847216
520	0.480266636
521	0.4801789648
522	0.4800495609
523	0.4799329978
524	0.4798874316
525	0.4798184972
526	0.4797265382
527	0.4796043074
528	0.4794818035
529	0.4794313826
530	0.4793755883
531	0.4792894716
532	0.47918817
533	0.4790746538
534	0.4789872474
535	0.4789527603
536	0.4788764409
537	0.4788088493
538	0.478687726
539	0.4786232651
540	0.4785017034
541	0.4784044611
542	0.4782954588
543	0.4782035567
544	0.4781085836
545	0.47804089
546	0.4779538855
547	0.4778390079
548	0.4777497783
549	0.4777031464
550	0.4776451845
551	0.4775985844
552	0.4775419521
553	0.4774302144
554	0.4773466592
555	0.4772546282
556	0.4771800768
557	0.4770336002
558	0.4769792581
559	0.4769009509
560	0.4768051691
561	0.4766841532
562	0.476622744
563	0.4765589147
564	0.4765125067
565	0.4764318013
566	0.4763204085
567	0.4762522969
568	0.4761456901
569	0.4760414838
570	0.475960099
571	0.4759436281
572	0.4758018247
573	0.4756811758
574	0.4755633079
575	0.4754514192
576	0.4753702304
577	0.4752990654
578	0.4752272629
579	0.4751229881
580	0.4750609934
581	0.4749899874
582	0.4749481137
583	0.4748502219
584	0.4747865798
585	0.4747399183
586	0.4746663268
587	0.4746030878
588	0.4744868769
589	0.4743561446
590	0.4743016641
591	0.4742216804
592	0.4741616573
593	0.4740584558
594	0.4739761893
595	0.4739536994
596	0.473853348
597	0.4738159472
598	0.4737932763
599	0.4737328807
600	0.4736430343
601	0.4735491503
602	0.4734665341
603	0.4733029302
604	0.4732075519
605	0.4731109549
606	0.4729826342
607	0.4727764393
608	0.4726733905
609	0.4725783844
610	0.4725461438
611	0.47244207
612	0.4724181218
613	0.4723294711
614	0.4722717758
615	0.4722188913
616	0.4720603422
617	0.4720045021
618	0.4719279792
619	0.4718258337
620	0.4717390449
621	0.4716354097
622	0.4715395426
623	0.4714826006
624	0.4713977633
625	0.4713070335
626	0.4712504949
627	0.4712103438
628	0.4711028478
629	0.4710075973
630	0.4709028644
631	0.4708777278
632	0.4707623182
633	0.4706724649
634	0.4706198364
635	0.4705145129
636	0.4704045226
637	0.4703487654
638	0.4702505143
639	0.4701033623
640	0.4700531621
641	0.4699436837
642	0.4698088367
643	0.4697387569
644	0.4696387411
645	0.4696025358
646	0.4695324311
647	0.4694231479
648	0.4693733772
649	0.4692348598
650	0.4691727707
651	0.4690693912
652	0.4690102756
653	0.4689074953
654	0.4688206649
655	0.4687394759
656	0.4686835197
657	0.468530033
658	0.4684928101
659	0.4684416771
660	0.468200139
661	0.4680906882
662	0.468061883
663	0.4679797397
664	0.4679361778
665	0.4678632226
666	0.4677823469
667	0.4677254798
668	0.4676688089
669	0.4675677063
670	0.4674088131
671	0.4673580652
672	0.4672342171
673	0.4671407114
674	0.4670564161
675	0.4669802322
676	0.4669300522
677	0.466800333
678	0.4666960356
679	0.4665577492
680	0.4664755368
681	0.4663980209
682	0.4663098012
683	0.4662100454
684	0.4661540251
685	0.4660335765
686	0.4659235982
687	0.4658067845
688	0.4657034516
689	0.4656749976
690	0.4654677088
691	0.4653467019
692	0.4652444594
693	0.4652040926
694	0.4651825532
695	0.4651017057
696	0.4650625706
697	0.46501917
698	0.4649332732
699	0.4648175354
700	0.4647352477
701	0.4646981502
702	0.4646083213
703	0.4645104005
704	0.4644644412
705	0.4642776569
706	0.4642332189
707	0.4641722072
708	0.4641608804
709	0.4641195971
710	0.4639826866
711	0.4638690679
712	0.463742022
713	0.4636665297
714	0.4636229724
715	0.4635237435
716	0.463394093
717	0.4633359065
718	0.4631643099
719	0.4630803424
720	0.4630118357
721	0.4629257317
722	0.4628441725
723	0.4627529542
724	0.4626999609
725	0.4626201634
726	0.4625373547
727	0.4624468001
728	0.4623916216
729	0.4623416244
730	0.4622950846
731	0.462181482
732	0.4621278508
733	0.4619107363
734	0.4618638068
735	0.4617677563
736	0.4616625632
737	0.4615471253
738	0.4614917453
739	0.4614588566
740	0.4614035167
741	0.4613022465
742	0.4612031227
743	0.4611846557
744	0.461089043
745	0.4610250445
746	0.4609057752
747	0.460794237
748	0.4607377205
749	0.4606668918
750	0.4605372753
751	0.4604245601
752	0.460313132
753	0.4602417499
754	0.4601819564
755	0.4601432297
756	0.4600418247
757	0.4600005187
758	0.4598895834
759	0.4597656869
760	0.4596977711
761	0.4595984773
762	0.4595562287
763	0.4594449801
764	0.4593521527
765	0.4592481127
766	0.4590871853
767	0.4590342732
768	0.45898554
769	0.4588508504
770	0.4587933106
771	0.4587121956
772	0.4586524062
773	0.4586014721
774	0.4585167453
775	0.4584283814
776	0.4583526664
777	0.4582865555
778	0.4582151049
779	0.4581664142
780	0.4580528138
781	0.4579988976
782	0.457861213
783	0.4577811769
784	0.4577637575
785	0.4577106605
786	0.4576391019
787	0.4575407866
788	0.4574102521
789	0.457327704
790	0.4572328647
791	0.4571568271
792	0.4570966422
793	0.4569824517
794	0.4568885451
795	0.4568553669
796	0.4567664779
797	0.4567002265
798	0.4566548765
799	0.4565202796
800	0.4564884623
801	0.456440424
802	0.4563986806
803	0.4563481788
804	0.4562430577
805	0.4561377913
806	0.4560506471
807	0.456014308
808	0.4559469062
809	0.4558626199
810	0.4557646414
811	0.4557169475
812	0.4556583656
813	0.455580523
814	0.4555062187
815	0.4554129402
816	0.4553548539
817	0.4552938404
818	0.4552449693
819	0.4551643122
820	0.4551011795
821	0.4550515079
822	0.4549591643
823	0.4549063556
824	0.4548166959
825	0.4546426714
826	0.4545909694
827	0.4545427958
828	0.4544896149
829	0.4543933651
830	0.4543241272
831	0.4542734596
832	0.4542296222
833	0.4541672363
834	0.4540494325
835	0.4539793612
836	0.4538989688
837	0.4538459647
838	0.4538069913
839	0.4537641818
840	0.4537190834
841	0.4536558873
842	0.453564108
843	0.453489612
844	0.453396886
845	0.4533135638
846	0.4532181164
847	0.4531361339
848	0.4530831191
849	0.4530538849
850	0.4529853913
851	0.4529011486
852	0.4528611308
853	0.4527025548
854	0.4526180117
855	0.4525316672
856	0.4524584842
857	0.452356645
858	0.4522730157
859	0.4522281998
860	0.4521230454
861	0.4520799798
862	0.4519871293
863	0.451893583
864	0.4518162617
865	0.4516562197
866	0.4516306225
867	0.4515480413
868	0.4514920641
869	0.4514031624
870	0.4513224337
871	0.4512601002
872	0.4511883491
873	0.4511411016
874	0.4510591979
875	0.4509703332
876	0.4509037272
877	0.4508117082
878	0.4507620035
879	0.450685762
880	0.4506653262
881	0.4506146896
882	0.4505823236
883	0.4505444067
884	0.4504763755
885	0.450468162
886	0.4503528781
887	0.4503003199
888	0.4502293877
889	0.450165473
890	0.4500878055
891	0.4500590198
892	0.44993057
893	0.4498811245
894	0.4497813062
895	0.4496795663
896	0.4496207763
897	0.4495595518
898	0.4494602394
899	0.4493111164
900	0.4492745297
901	0.449212142
902	0.4491677545
903	0.4490668912
904	0.448990441
905	0.4489333413
906	0.4488691651
907	0.4487980832
908	0.4487582211
909	0.4486837766
910	0.4486229169
911	0.4485532671
912	0.4485172934
913	0.4484496138
914	0.4483049177
915	0.4482147258
916	0.4481107259
917	0.4480710862
918	0.4480027351
919	0.4478775501
920	0.4478066486
921	0.4477552053
922	0.4476582211
923	0.4475879666
924	0.4475171161
925	0.4474341511
926	0.447384023
927	0.447329696
928	0.4472611773
929	0.4471931281
930	0.447166198
931	0.4471515421
932	0.4470612077
933	0.4469832567
934	0.4468499995
935	0.4467576944
936	0.4467246215
937	0.4466613027
938	0.4466005837
939	0.4465536664
940	0.4464418901
941	0.4463744641
942	0.4463077768
943	0.446231566
944	0.4461640653
945	0.4460901742
946	0.4460450915
947	0.445999754
948	0.4459124136
949	0.4458397908
950	0.4457648746
951	0.4457011888
952	0.4456431143
953	0.4455451798
954	0.445520037
955	0.4454550566
956	0.4454053241
957	0.4453904532
958	0.4453224945
959	0.4452314907
960	0.4451678746
961	0.4450920595
962	0.4450214779
963	0.4449552495
964	0.4448650193
965	0.4448362669
966	0.4447728343
967	0.4446766988
968	0.4446190422
969	0.444542592
970	0.4445330933
971	0.4444963856
972	0.4444476314
973	0.4443711432
974	0.4443136001
975	0.4442908671
976	0.4442518007
977	0.4442135533
978	0.4441532926
979	0.4440792832
980	0.4440681286
981	0.4440223748
982	0.4440099318
983	0.4439434338
984	0.4438930271
985	0.4437738181
986	0.4436994683
987	0.4436079123
988	0.4435331276
989	0.4435249304
990	0.4434273401
991	0.4433807188
992	0.4433180101
993	0.443233876
994	0.4431382508
995	0.4430995178
996	0.4430042125
997	0.4429352079
998	0.4428644324
999	0.4428071928
